Oil Consumption per capita (tonnes per year),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Norway,1.39349949140492,1.56579037112189,1.61365457751289,1.75309779455581,1.92606008683646,2.13958744854455,2.10828646687947,2.16900167720202,2.16282620061848,1.92828776828229,2.00059291614928,2.22893538099025,2.19244010050848,2.29769956537134,2.35250320583814,2.27382814020194,2.1304321200459,2.01042619770666,2.00189691673447,2.07532351413071,2.15866838769337,2.23176422857661,2.31899795582146,2.18331518861583,2.12209559190192,2.16527937738787,2.04225636252232,2.09421273934693,2.19939392518951,2.22177048965477,2.2130735363479,2.29593634318091,2.3252008344341,2.24857903861194,2.25072911889475,2.08868726450775,2.13914500217437,2.07998987564818,2.1773942342706,2.09839905682219,2.10068656616986,2.1401098183217,2.15427647852104,2.04075908581764,2.13073970594137,2.19122604421648
Pakistan,0.072644312003262,0.072677278773774,0.079133999856409,0.087739240966689,0.080151093809795,0.077143743548936,0.070288974851522,0.056636299421805,0.056404223181395,0.059000612682465,0.059372809934026,0.05749507805463,0.058569918196479,0.060408910825612,0.06223587094444,0.063024376979249,0.064697299909581,0.069325809002024,0.073867712176371,0.077410385236439,0.080297156039392,0.083364610680329,0.087430983046565,0.091111511451968,0.094373630311893,0.095963438725592,0.098782203394062,0.105117940422541,0.111732707667627,0.11703019139657,0.12370166162043,0.126605025806482,0.126698292477206,0.127408943713097,0.12882530288653,0.129807054130483,0.124344403147814,0.118691093345093,0.10333035686096,0.10261769040955,0.096181760962178,0.108766141176068,0.116657274300006,0.115087936762057,0.120825105495567,0.118092059523329
Peru,0.312114761955591,0.381397144463727,0.374240822815435,0.366534590218818,0.351575685184675,0.35974327191359,0.346541283472687,0.286975473602775,0.325247675197709,0.37279795212916,0.379823225041233,0.374763628058923,0.36497160758578,0.353010007188102,0.359469307474487,0.379074662147466,0.377426274478179,0.362046907,0.306104637961452,0.308822805738784,0.291570793198456,0.304916143538785,0.329132657807144,0.314790140947802,0.273210410615853,0.267782162830462,0.24274406570996,0.248833040877655,0.25600319440464,0.273195057211805,0.302721729817352,0.306573502523087,0.297843027846195,0.294627374722957,0.295974143296935,0.285091339235996,0.265896261416211,0.260428698294444,0.242789306214046,0.264331153258643,0.255659605115163,0.243447526943482,0.251232706236204,0.276193888432903,0.281590626884006,0.288892973132403
Philippines,0.136443112337966,0.144400716425328,0.158298735034654,0.175801722193475,0.182987461483143,0.202615457243541,0.228010917883042,0.217442054182863,0.248410086148369,0.22584022778743,0.236814096239253,0.236636773820603,0.251702412030238,0.252216297622513,0.253238160886537,0.231196196713138,0.211264197935524,0.197740446183705,0.201106327143161,0.159631027974957,0.137735570607943,0.140986810440803,0.15957149645336,0.167451821875993,0.183005133977012,0.186374302297106,0.176176569684936,0.211570738746095,0.212848351601721,0.220019620090101,0.242522653761543,0.247559631693952,0.260151133974244,0.257344467116917,0.238140588767849,0.214409617181951,0.208764991520418,0.192765395133271,0.188260625107617,0.189578055596135,0.172689760613848,0.152192044483077,0.157481417556575,0.148968430609918,0.142852329185418,0.140466308255265
Poland,0.173802000866215,0.17867722011056,0.191810797249971,0.238058425473451,0.259937728999034,0.272495127581764,0.2872597073158,0.319727900614858,0.351835584253071,0.367987193214067,0.397122198983743,0.434718506785395,0.460812654867712,0.488578104815327,0.493448989377312,0.481375523108695,0.446868250311474,0.418123954328236,0.427847727073632,0.435384626134442,0.439521696313437,0.450852039303485,0.453835436879183,0.463097500014287,0.457219648503663,0.416305643336611,0.391240059082752,0.355498351849297,0.366397695768502,0.385981429726513,0.389015585576683,0.446939397444857,0.473649875136484,0.517561972162115,0.519276283232854,0.520985031660121,0.502994631640317,0.507055924488766,0.52130795545575,0.552113320676229,0.57426901688037,0.611364900434447,0.632970689893276,0.650941945282884,0.661451258571807,0.68710279319042
Portugal,0.308331720884283,0.327860481017194,0.364649112294514,0.394608288791818,0.4433952420581,0.530846866569855,0.622640547905359,0.663216805573742,0.699740821816789,0.72495522773086,0.741361368955332,0.764306480256166,0.754048440215508,0.77205005629988,0.834538829881874,0.864711395674031,0.89773109828593,0.955611319178724,0.953268509464609,0.954092941188879,0.879921262806463,0.951224084716682,0.895772915080748,0.878146940770701,1.14009305401003,1.11380037453112,1.15489799104856,1.28340126681152,1.19762616732403,1.19255199776771,1.28237758968125,1.19952278699945,1.36221890279976,1.51097301355964,1.54327883899112,1.50180786785561,1.51795475731799,1.55623156526137,1.44890867480084,1.46798292407388,1.51560231012695,1.35994546982642,1.3590783440026,1.29038436005,1.20106876353255,1.18026462656989
Qatar,,,0.830118087220858,0.996544589954397,1.07136062799756,0.85792566489239,0.752897386007952,0.820262019546999,0.97979353336268,1.23513566782734,1.37562563330979,1.78919088474653,2.26950668674165,2.09262219231093,2.12509530954079,2.63224636046102,2.56368519573533,2.81013395457193,2.55429924773767,2.64964756993188,3.74323788199105,4.34660275747576,4.3959024706112,2.41931337852882,2.50796066520419,2.61967989664824,2.04586209895512,2.12555407165857,2.13463025517887,2.3064836021538,2.41537703616683,2.54823173087807,2.65135111112792,2.62559490405008,2.43564321687402,2.506109581577,2.78098928225479,3.76818606379962,3.19051262433053,3.18296963137597,3.2806345053387,3.34033195139502,3.36832621508209,3.32016603870894,3.88042046233332,4.20743089152618
Romania,0.375525450584566,0.387108693124275,0.432695696240948,0.449035280670601,0.494562931571133,0.529020063656213,0.531224663829203,0.561983614978104,0.626247906555722,0.572596076220547,0.642830370305972,0.710302510351002,0.762066147397014,0.842397726578563,0.889213595884408,0.836479195062976,0.746046216985541,0.729953615413911,0.649960065448724,0.61934629901134,0.661434887299742,0.707332020135697,0.773430179384878,0.720844681546112,0.741677248394665,0.805499476250822,0.671829936821399,0.548583908205359,0.528171461337269,0.493025158268046,0.594948519361223,0.575077706167551,0.608000176626744,0.534941136584534,0.425262838553155,0.449672969823875,0.479818852546065,0.483626637328316,0.429868553265868,0.496858266395865,0.482689746239496,0.475048001225514,0.4776185931402,0.49059535486252,0.42716750013082,0.423524288955078
Russia,,,,,,,,,,,,,,,,,,,,,1.70216104041024,1.71117910475601,1.71390601245433,1.69005335927783,1.71283617247108,1.68439761821329,1.63714776051382,1.50707461725896,1.26623446355994,1.09292690621735,0.982658994134463,0.876348234140795,0.871477201920134,0.837229501858666,0.856832135707871,0.841660464996829,0.836744269235653,0.848682681613524,0.851557155022738,0.854567390232026,0.847261231241452,0.885499726538333,0.880814587671673,0.911073761325369,0.945031072404974,1.03246988375935
Saudi Arabia,4.08958952236176,3.98274419849618,3.8763553033049,3.76847812441889,3.65657874570052,3.53942222297684,3.41749372624586,3.4890314958771,3.52385749826502,3.50811310370251,2.4996466810209,2.77202171408414,3.05382961550135,3.10075787731712,3.55038868857708,3.05380465695214,3.43602255831229,3.57450723807966,3.71757166360192,3.66709835946107,3.4603886893962,3.18729686234081,3.21273298815188,3.144952690498,2.99264841720494,3.08110612190195,3.22148879852168,2.89015941811878,2.83694792677712,3.08271158869959,2.86291887045344,2.97817913288326,3.02593025397307,3.18834310164764,3.24016668332574,3.39680426450601,3.35272070174923,3.28804334253736,3.38198026709595,3.42353621452305,3.45193488521914,3.52603276945492,3.7689078839481,3.98236376479226,4.37164910950962,4.57226780767154
Singapore,2.03717783035507,2.32783907094652,2.86144048280305,3.50486578440447,3.37770976741536,3.62759926117316,3.1331226915701,3.83249622324918,3.51692769517831,3.40923620816126,3.27610318752641,3.80376964611895,3.75002858253493,3.79861577673268,4.03794795458908,3.93818674435084,4.4355691562716,4.22853782970236,4.35425722712631,4.49610288636885,4.44503842890781,5.12283009798217,5.22314464125551,5.93167087315612,6.62852957990666,7.70795432244788,7.64293192534841,7.74064058831125,8.13403824275572,9.05010388464167,9.18035404808147,8.4640533566408,8.82857814587055,8.85340908093904,8.20949813158034,8.53902482586176,9.14956106020765,8.80508167095174,8.30337367384148,9.16912290350511,9.57806131693889,9.98571255262242,10.3419272070412,10.464532829193,11.3433131573334,12.2286449914262
Slovak Republic,0.528966315112001,0.579511275020668,0.640001087435476,0.701067417891754,0.747359942624205,0.890147306738907,0.971834186346236,1.0552960749921,1.17644363940317,1.19588241438535,1.30646004646369,1.36706891277739,1.41449998474009,1.44811374349936,1.45711923682185,1.34391941965577,1.31323555980488,1.18874889038204,1.15543233394771,1.21683993770813,1.20189502672174,1.15394835215711,1.12893829778884,1.09651264177409,1.08026020777284,0.942302116555523,0.822439272127074,0.737556231606956,0.608000833658356,0.625354073122719,0.60366250479149,0.631689633172125,0.629511335564051,0.701374285932415,0.635211567478501,0.630915410155148,0.589601159228377,0.654381285175999,0.615989626527634,0.588394110958489,0.706675805872629,0.728497071810631,0.761557687442437,0.786447513316661,0.678654019979574,0.677392784741599
South Africa,0.282932231724627,0.299775957692673,0.317745965866417,0.336892025333943,0.361169387941257,0.381383134688507,0.406291124642223,0.431407675239672,0.46353622984901,0.439724287161245,0.454654692796003,0.448168281478974,0.433068194301116,0.443985086119267,0.410778373185065,0.412110030179674,0.435114588779669,0.429418201222854,0.422447206197344,0.44862605940476,0.427972936926988,0.403831582991348,0.4178536101046,0.451204753057522,0.457651448430689,0.451813937563086,0.443581590093148,0.447313264697683,0.453855904423708,0.463666896255531,0.484512975093231,0.490732349924388,0.488741783795553,0.488369567902547,0.493708932449988,0.503123521292715,0.506702232541184,0.513480213854469,0.519371468524918,0.525048960682597,0.518343238698342,0.522578799151202,0.528053499842002,0.533128296892237,0.496467413255837,0.50465945290886
Spain,0.442529953304354,0.517860292876334,0.620678953811141,0.652787761163068,0.735731585019751,0.830557484115729,0.904358326332396,0.941738428881051,1.11985709961875,1.1622401662178,1.19344393778075,1.33831665697103,1.24672637755827,1.25856361198913,1.3212628278783,1.39092021641847,1.33372191842383,1.2573649705596,1.25140296613542,1.16794842174511,1.11445667586059,1.107204980331,1.15654162017758,1.18151315190249,1.23933768705744,1.25320275640835,1.2664952625273,1.35162327191843,1.30896970238667,1.35943373535619,1.42912819223578,1.48508933866282,1.56536506215864,1.67206787189209,1.71143593154356,1.73752000479939,1.78433493160278,1.78383872287707,1.79684489459988,1.81690145195793,1.81641200512284,1.7745286137883,1.76724781133621,1.70749478284557,1.65870135778839,1.61685912245698
Sweden,2.45008955905499,2.75549299698439,2.67375734447045,2.99631759907157,3.3545598560658,3.63055881138488,3.38900663144491,3.44918360903602,3.54840741596153,3.20758655433584,3.14919532566647,3.52843854549003,3.39546138378148,3.19126521698609,3.29129636568545,2.98418849385961,2.69254523175482,2.46368186892347,2.21002916037389,2.09997160838385,2.19750162627096,2.23410018022251,2.0312237204711,1.9234769311071,1.93445564836595,1.91579946275361,1.80103145868925,1.88946285122226,1.84416929648077,1.93459003756097,1.82282689069575,1.96882232686791,1.81580300914825,1.83041236239996,1.8209572067149,1.72039918498021,1.71318714767182,1.70223406847423,1.77966450716432,1.70109818873208,1.6669212440105,1.70646793478219,1.60622194880375,1.57336812721882,1.56801928019323,1.54589380221323
Switzerland,1.3785972477113,1.44521419625911,1.54601966280649,1.69744384441309,1.8263139009522,2.02994784997027,2.13473091958666,2.17101755363069,2.32125872115915,2.05509762305116,1.96839275091501,2.04452800403839,2.0589880521604,2.12312612881543,2.0416007672296,2.03796523306828,1.87870218334803,1.76767549332166,1.92299489125089,1.8428965021282,1.86216912263037,2.02953842400751,1.89808961475794,1.89162754690605,1.80162210964917,1.91152244813926,1.92474774869943,1.92833111826917,1.78660931097421,1.82898764413405,1.68079510997902,1.72993400475261,1.81031390950377,1.82807466046427,1.76579222446103,1.70328637030498,1.81451492628941,1.70862063618414,1.65072823911282,1.63233567863853,1.65061327656198,1.68059531221756,1.50368331899022,1.59269986652941,1.6139167384291,1.48741218722918
Taiwan,0.166743720141778,0.192478042189025,0.223459594109459,0.260922503939264,0.305909536479485,0.35991231675572,0.504223086204585,0.535137265204256,0.665528790416076,0.592328109201213,0.67026423520655,0.838176291793313,0.916949657432231,1.04353669939224,1.03191977077364,1.10281264007172,0.991362711118446,0.941895032700935,0.921289155985747,0.897762406330242,0.874282463670683,0.969012067907548,1.00551675270776,1.16214457348819,1.2887965162312,1.38839639017655,1.37866982236971,1.43774181853338,1.51128636407163,1.60134689233395,1.71118107092532,1.68687487184267,1.76785840380794,1.7889289640011,2.14438445110869,2.21493652797187,2.12400595451289,2.12103336154292,2.25621376924101,2.26902745115374,2.26196731421523,2.26950324817839,2.29667754494947,2.18695227084333,1.91956124314442,2.00651465798046
Thailand,0.072343553370025,0.082968068370326,0.08950665224217,0.11474386213012,0.120791375997889,0.13688055420344,0.148035249124169,0.18102985583759,0.18645241570997,0.185264154496026,0.194580331617245,0.200146345940336,0.219833188894753,0.241326283003963,0.238770818751612,0.243920710142441,0.227856668374388,0.202276213399807,0.222231979221508,0.226852212872445,0.210649372027716,0.212224418999095,0.2349702584671,0.261258128557421,0.302158801781783,0.344213975952996,0.369978132095258,0.404905240821325,0.456544446006256,0.50351203492027,0.572387428921604,0.607320710490884,0.600734384450838,0.535059926565815,0.534701613986487,0.502461965459631,0.479335482552049,0.511687813165526,0.53648235267536,0.591958420828411,0.605360169885723,0.58357679544098,0.56337802992077,0.538253716068537,0.726281713294777,0.726249675321547
Turkey,0.157704634641141,0.139696490024325,0.16817964218947,0.18745140278242,0.203421567474237,0.217656139730335,0.246980639609228,0.270333960811102,0.328099317748748,0.322666707495955,0.339591289517527,0.380549932727564,0.402383592121046,0.362742880169939,0.341226726542784,0.33624140963282,0.341613057103823,0.356898358451542,0.343634312354517,0.351153051428414,0.339395254579842,0.363181485689693,0.4082443110942,0.425834720312073,0.390276071402082,0.408791620983661,0.400952407239806,0.419391456943712,0.473139144622011,0.445543650888144,0.482173944501054,0.497308865313681,0.493310513657084,0.479846402505988,0.469816094450421,0.488025198772198,0.462561620269569,0.468002976186611,0.467188195594014,0.461532373904802,0.443053484467251,0.426709300644285,0.435654910792623,0.456012705479534,0.392505035616909,0.394489110829104
Turkmenistan,,,,,,,,,,,,,,,,,,,,,1.48629864879971,1.05708085565846,1.0312945886066,1.00572333898999,0.979958874775315,1.19956379498364,1.3254337481941,1.34416184759657,0.749264075380325,0.728846600864556,0.646369039233431,0.697567067898559,0.705029138667493,0.7701420587888,0.807294961800699,0.789306660855166,0.809800742002449,0.834548345000851,0.90685882176771,0.896999236283821,0.92610553980453,1.09520357479112,1.10941534846876,1.1179020558735,1.08440877230468,1.11067147032078
Ukraine,,,,,,,,,,,,,,,,,,,,,1.23652181408977,1.23806412303752,1.28458945855376,1.17771449343847,1.12458375374346,1.21986842692777,1.11293448545404,0.82497834577085,0.481117440262771,0.38538320150438,0.369705856152498,0.279674426666933,0.274120422054871,0.286702048982027,0.257261530816305,0.245439970782826,0.262135279266026,0.272524560937741,0.283796593508952,0.293454312774655,0.296263972109581,0.322406688885599,0.331639159954469,0.336450403621671,0.290932890532016,0.255234906436274
United Arab Emirates,,,,0.315164383107189,0.471913684503348,0.875928786558161,0.8586242198078,0.997311594831324,1.22405729318913,1.60518598549159,2.03915629908126,2.57371194285623,3.27591060379421,3.22799494916572,3.1517815167369,5.28916739156961,5.41499222178578,5.49019472305363,5.15521096184865,4.50661058162172,5.32468495181616,6.08837700204649,6.05558346552108,7.08266899693842,6.85571063495184,7.04285314617265,8.65058969155079,8.37299134350664,8.15618012691686,8.16979999820867,7.64688174222357,7.24459303075244,6.80920964462535,5.22374003673384,4.73621678417749,4.21395679103712,4.64844543791912,4.86989394692154,4.80158684653358,4.74297452024881,4.48720421866004,4.18360238898773,3.82126414358896,3.69234606322955,4.29468144056298,4.29996445540218
United Kingdom,1.36565111188155,1.45377361376013,1.55136899479136,1.63708311663402,1.75533228105864,1.86125032100593,1.86802106554199,1.9751201368963,2.01897400843113,1.87389544262319,1.63677829792342,1.62351275808962,1.63480141605808,1.67034277554012,1.67941449050939,1.43510974928144,1.3256972508775,1.34111192448709,1.28474396297778,1.58783028693248,1.37001479274132,1.36665418880639,1.32431992313165,1.40543190327257,1.43243282605631,1.44865440867288,1.43821742336873,1.4526437763843,1.45630397222243,1.43367933758281,1.41218862079745,1.44309689563594,1.39454241928384,1.37896601263308,1.35290759061828,1.33454230829483,1.3273233628659,1.31511692177942,1.32592678181677,1.36411021824895,1.37884028077333,1.35975452699301,1.30125266969063,1.28417350469766,1.2067673371227,1.18802809420466
United States,2.75219903476972,2.85466707077832,2.92444207829583,3.08963037396653,3.21712462966256,3.3160373508815,3.40312363721924,3.63816986167587,3.80188906153603,3.60435302659069,3.49551704458485,3.7183481466642,3.87797812645754,3.94279522449307,3.81341209753099,3.4552637124929,3.21501378459635,3.01177008188149,2.98037269681287,3.02886240898724,2.98676071542559,3.07740826613998,3.10989309029875,3.20772180297414,3.1703584747104,3.08606532645084,2.99278353003644,3.02871830272616,3.02659949547025,3.07354587597543,3.03288796831832,3.10529241873576,3.11037490631671,3.12970866152985,3.18257037065123,3.17753175898994,3.13810675557826,3.11077884777155,3.13179106527571,3.22635885035036,3.20521882371548,3.15058224695338,3.11727045342193,2.90020209413082,2.70794909714809,2.73854368267782
Uzbekistan,,,,,,,,,,,,,,,,,,,,,0.627319813649535,0.627775800214242,0.58133597826104,0.700315589329704,0.653841346612684,0.614177318256158,0.52367576205773,0.394510490248819,0.34468776358894,0.303113037661773,0.294859929970985,0.284613498723544,0.29808365052437,0.293483428630828,0.283864292924738,0.269095291700184,0.260516735984058,0.249060060388459,0.280507748055552,0.253849084968571,0.211119304605846,0.195050463823747,0.204490422196669,0.205778806140868,0.176938545151565,0.182184525086117
Venezuela,1.03005408886808,1.00771722823153,0.98120280142485,1.00307520424886,0.969296451035626,0.973346448605604,0.984703998991848,1.02869945472629,1.0988629131949,1.03466765445988,0.96309310207533,1.02779805096724,1.24096502943351,1.28313223381057,1.29464677972059,1.29686392365981,1.24153072630387,1.2039184400802,1.14095734494498,1.02947152942332,0.997375461830469,1.02327449190276,0.995417479649477,1.01208700592085,0.934477906886149,0.933087876222805,0.922493440253299,0.952933267097105,0.916905520159791,0.90696755816498,0.90687917068321,0.845406033126085,0.886586711276753,0.920965194405921,0.892230174787439,0.92392472182046,0.999649707458772,1.06701386789619,0.855636607662931,0.923747005438246,0.972907264675732,1.01022591518413,1.08756770226475,1.15942451720102,1.18163053302442,1.21463677339747
